ID de produto único,peso dos produtos,especifica se o produto tem baixo teor de gordura ou não,porcentagem da área total de exibição de todos os produtos em uma loja alocada para o produto específico,a categoria à qual o produto pertence,Preço máximo de varejo (preço listado) dos produtos,ID de loja única,ano de criação dos pontos de venda,o tamanho da loja em termos de área coberta,o tipo de cidade em que a loja está localizada,(variável de destino) vendas do produto na loja específica
FDH47,13.5,Regular,0.129340955,Starchy Foods,957.068,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRK37,5,low fat,0.043996354,Soft Drinks,189.353,OUT035,2004,Small,Tier 2,Supermarket Type1
FDM25,,Regular,0.106217878,Breakfast,1.767.712,OUT019,1985,Small,Tier 1,Grocery Store
NCX06,17.6,Low Fat,0.015718858,Household,1.823.976,OUT045,2002,,Tier 2,Supermarket Type1
NCS05,11.5,Low Fat,0.021096732,Health and Hygiene,1.328.942,OUT017,2007,,Tier 2,Supermarket Type1
FDS39,6.895,Low Fat,0.022506125,Meat,1.422.812,OUT045,2002,,Tier 2,Supermarket Type1
FDC47,,Low Fat,0.118314903,Snack Foods,2.265.694,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDG20,15.5,Regular,0.125583323,Fruits and Vegetables,1.783.028,OUT013,1987,High,Tier 3,Supermarket Type1
DRL23,18.35,Low Fat,0.015390879,Hard Drinks,1.061.938,OUT017,2007,,Tier 2,Supermarket Type1
FDY33,14.5,Regular,0.09712024,Snack Foods,1.583.262,OUT013,1987,High,Tier 3,Supermarket Type1
NCH18,9.3,Low Fat,0.044751804,Household,2.438.802,OUT045,2002,,Tier 2,Supermarket Type1
FDX47,6.55,Regular,0.0345978,Breads,1.554.288,OUT035,2004,Small,Tier 2,Supermarket Type1
NCB06,17.6,Low Fat,0.082499046,Health and Hygiene,159.192,OUT045,2002,,Tier 2,Supermarket Type1
FDP36,10.395,Regular,0,Baking Goods,496.008,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW44,9.5,Regular,0.035294406,Fruits and Vegetables,1.721.448,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCU41,18.85,Low Fat,0.052266868,Health and Hygiene,1.918.846,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCS17,18.6,Low Fat,0.080501443,Health and Hygiene,962.436,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD46,6.035,Low Fat,0.1412293,Snack Foods,1.555.998,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE45,12.1,Low Fat,0.040585593,Fruits and Vegetables,1.775.002,OUT017,2007,,Tier 2,Supermarket Type1
FDI09,20.75,Regular,0.130069181,Seafood,238.988,OUT017,2007,,Tier 2,Supermarket Type1
NCJ54,9.895,Low Fat,0.100540036,Household,2.340.642,OUT010,1998,,Tier 3,Grocery Store
NCA29,10.5,Low Fat,0.027387523,Household,1.721.106,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN41,,Low Fat,0.051956477,Health and Hygiene,122.773,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY34,10.5,Regular,0.010979782,Snack Foods,1.642.842,OUT035,2004,Small,Tier 2,Supermarket Type1
NCG55,16.25,Low Fat,0.039138761,Household,1.161.176,OUT035,2004,Small,Tier 2,Supermarket Type1
DRM49,6.11,Regular,0.151954004,Soft Drinks,444.086,OUT046,1997,Small,Tier 1,Supermarket Type1
NCB42,11.8,Low Fat,0.008574487,Health and Hygiene,1.154.492,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE58,18.5,Low Fat,0.052174319,Snack Foods,1.168.124,OUT045,2002,,Tier 2,Supermarket Type1
DRJ25,14.6,Low Fat,0.150442215,Soft Drinks,506.692,OUT013,1987,High,Tier 3,Supermarket Type1
FDS47,16.75,Low Fat,0.215728288,Breads,869.856,OUT010,1998,,Tier 3,Grocery Store
FDY21,15.1,Low Fat,0.173751022,Snack Foods,198.211,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCI54,15.2,Low Fat,0.03357108,Household,1.111.912,OUT013,1987,High,Tier 3,Supermarket Type1
FDO24,11.1,Low Fat,0.177212413,Baking Goods,1.581.604,OUT017,2007,,Tier 2,Supermarket Type1
FDY43,14.85,Low Fat,0.098383632,Fruits and Vegetables,1.689.474,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF35,15,Low Fat,0.154616614,Starchy Foods,1.068.938,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP29,,Low Fat,0.196572047,Health and Hygiene,637.168,OUT019,1985,Small,Tier 1,Grocery Store
FDN28,,Regular,0.030101427,Frozen Foods,101.799,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ50,8.645,Low Fat,0.021673936,Canned,519.982,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ14,,Low Fat,0.061488083,Dairy,150.805,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC37,15.5,Low Fat,0.032867137,Baking Goods,1.080.938,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN08,7.72,Regular,0.088364662,Fruits and Vegetables,1.187.466,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD04,16,LF,0,Dairy,1.419.154,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW34,9.6,Low Fat,0.035724069,Snack Foods,243.617,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP04,15.35,Low Fat,0.013890902,Frozen Foods,652.168,OUT017,2007,,Tier 2,Supermarket Type1
NCG07,12.3,Low Fat,0.052799022,Household,187.753,OUT017,2007,,Tier 2,Supermarket Type1
NCN14,19.1,Low Fat,0.09229222,Others,1.842.608,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ16,9.195,Low Fat,0.115118638,Frozen Foods,581.246,OUT045,2002,,Tier 2,Supermarket Type1
NCM42,6.13,Low Fat,0.028378929,Household,1.088.912,OUT045,2002,,Tier 2,Supermarket Type1
NCF19,13,Low Fat,0.035108732,Household,496.034,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY21,15.1,Low Fat,0.174187994,Snack Foods,196.911,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY19,19.75,Low Fat,0.041357113,Fruits and Vegetables,1.161.466,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV09,12.1,Low Fat,0.020610288,Snack Foods,1.498.734,OUT045,2002,,Tier 2,Supermarket Type1
FDA28,16.1,Regular,0,Frozen Foods,1.261.362,OUT013,1987,High,Tier 3,Supermarket Type1
FDC38,15.7,Low Fat,0.122992956,Canned,1.333.942,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL28,10,Regular,0.063302674,Frozen Foods,2.303.668,OUT045,2002,,Tier 2,Supermarket Type1
NCH43,8.42,Low Fat,0.070678631,Household,2.170.192,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCN53,5.175,Low Fat,0.030417024,Health and Hygiene,340.874,OUT045,2002,,Tier 2,Supermarket Type1
NCW05,20.25,Low Fat,0.148910161,Health and Hygiene,1.082.938,OUT017,2007,,Tier 2,Supermarket Type1
NCO30,19.5,Low Fat,0.01578895,Household,1.857.608,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT04,,Low Fat,0.187416266,Frozen Foods,375.822,OUT019,1985,Small,Tier 1,Grocery Store
FDB27,7.575,Low Fat,0.055615757,Dairy,1.964.768,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCK07,10.65,Low Fat,0.048646173,Others,1.661.526,OUT013,1987,High,Tier 3,Supermarket Type1
NCA53,11.395,Low Fat,0,Health and Hygiene,485.034,OUT013,1987,High,Tier 3,Supermarket Type1
FDB33,17.75,Low Fat,0.014639563,Fruits and Vegetables,1.601.262,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU37,9.5,Regular,0.105099347,Canned,79.296,OUT017,2007,,Tier 2,Supermarket Type1
FDR13,9.895,Regular,0.028715402,Canned,1.151.492,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE45,12.1,Low Fat,0.04042006,Fruits and Vegetables,1.780.002,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV37,13,Regular,0.083986263,Canned,1.959.426,OUT017,2007,,Tier 2,Supermarket Type1
FDX44,,Low Fat,0.075228873,Fruits and Vegetables,900.172,OUT019,1985,Small,Tier 1,Grocery Store
NCL06,14.65,Low Fat,0.072474272,Household,2.614.594,OUT017,2007,,Tier 2,Supermarket Type1
FDJ28,12.3,Low Fat,0.021905319,Frozen Foods,1.904.162,OUT045,2002,,Tier 2,Supermarket Type1
FDX55,15.1,Low Fat,0.05529173,Fruits and Vegetables,2.187.166,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK17,11,Low Fat,0.038049213,Health and Hygiene,40.548,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH52,9.42,Regular,0.0438948,Frozen Foods,622.194,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN13,,Low Fat,0.151321932,Breakfast,1.007.358,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK44,16.6,Low Fat,0.122725386,Fruits and Vegetables,1.717.738,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU16,19.25,Regular,0.058275104,Frozen Foods,821.908,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ07,15.1,Regular,0.094422403,Fruits and Vegetables,599.194,OUT017,2007,,Tier 2,Supermarket Type1
NCN06,,Low Fat,0.119913753,Household,1.645.868,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH02,7.27,Regular,0.034783374,Canned,905.488,OUT010,1998,,Tier 3,Grocery Store
NCW18,15.1,Low Fat,0,Household,2.355.248,OUT045,2002,,Tier 2,Supermarket Type1
FDH57,10.895,Low Fat,0.035717774,Fruits and Vegetables,1.299.284,OUT013,1987,High,Tier 3,Supermarket Type1
FDV35,19.5,Low Fat,0.128466007,Breads,1.552.314,OUT045,2002,,Tier 2,Supermarket Type1
NCU29,7.685,Low Fat,0.025456246,Health and Hygiene,144.876,OUT013,1987,High,Tier 3,Supermarket Type1
NCP02,7.105,low fat,0.044808762,Household,587.562,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN44,13.15,Low Fat,0.022776641,Fruits and Vegetables,160.892,OUT013,1987,High,Tier 3,Supermarket Type1
FDX03,15.85,Regular,0.061344855,Meat,442.744,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR11,10.5,Regular,0.238579765,Breads,1.585.578,OUT010,1998,,Tier 3,Grocery Store
FDA36,5.985,Low Fat,0.005666384,Baking Goods,1.843.924,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP58,,Low Fat,0.134487886,Snack Foods,2.173.482,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH31,12,Regular,0.02045255,Meat,975.042,OUT045,2002,,Tier 2,Supermarket Type1
FDH34,8.63,LF,0.031089367,Snack Foods,1.871.582,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS13,6.465,Low Fat,0.124482575,Canned,2.635.884,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT01,13.65,Regular,0,Canned,2.127.902,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY09,15.6,Low Fat,0.025239329,Snack Foods,1.762.054,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV33,,Regular,0.027211198,Snack Foods,2.575.304,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW29,14,Low Fat,0.048310673,Health and Hygiene,128.431,OUT010,1998,,Tier 3,Grocery Store
NCN17,11,Low Fat,0,Health and Hygiene,1.006.358,OUT045,2002,,Tier 2,Supermarket Type1
FDX01,10.1,Low Fat,0.024164336,Canned,117.715,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL03,19.25,Regular,0,Meat,196.211,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL59,16.75,Low Fat,0.021257124,Hard Drinks,545.298,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRM11,,Low Fat,0.065749633,Hard Drinks,2.618.278,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA43,10.895,Low Fat,0.064776303,Fruits and Vegetables,1.968.794,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ56,16.25,low fat,0.043078428,Fruits and Vegetables,1.695.474,OUT010,1998,,Tier 3,Grocery Store
FDI44,16.1,Low Fat,0.100641176,Fruits and Vegetables,776.328,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB50,13,Low Fat,0.153490728,Canned,791.986,OUT013,1987,High,Tier 3,Supermarket Type1
FDU15,,reg,0.046576823,Meat,345.532,OUT019,1985,Small,Tier 1,Grocery Store
NCJ19,,LF,0,Others,567.588,OUT019,1985,Small,Tier 1,Grocery Store
FDD48,10.395,Low Fat,0.030133592,Baking Goods,1.151.176,OUT013,1987,High,Tier 3,Supermarket Type1
NCW42,18.2,Low Fat,0.058457925,Household,2.214.456,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL24,10.3,Regular,0.025037414,Baking Goods,1.736.422,OUT017,2007,,Tier 2,Supermarket Type1
NCB30,14.6,Low Fat,0.025681604,Household,1.977.084,OUT013,1987,High,Tier 3,Supermarket Type1
FDK25,11.6,Regular,0.156701315,Breakfast,1.689.474,OUT013,1987,High,Tier 3,Supermarket Type1
FDW28,18.25,Low Fat,0.088962349,Frozen Foods,1.956.452,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD47,7.6,Regular,0.143216309,Starchy Foods,1.714.448,OUT017,2007,,Tier 2,Supermarket Type1
FDK16,,Low Fat,0.20192757,Frozen Foods,934.094,OUT019,1985,Small,Tier 1,Grocery Store
FDW37,19.2,Low Fat,0.124050391,Canned,924.488,OUT046,1997,Small,Tier 1,Supermarket Type1
FDA48,12.1,Low Fat,0.114852339,Baking Goods,2.209.114,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA14,16.1,Low Fat,0.065551931,Dairy,146.476,OUT017,2007,,Tier 2,Supermarket Type1
FDV15,10.3,Low Fat,0.146050812,Meat,1.020.648,OUT013,1987,High,Tier 3,Supermarket Type1
FDN22,18.85,Regular,0.1385204,Snack Foods,2.523.724,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCD55,14,Low Fat,0.024380523,Household,414.454,OUT045,2002,,Tier 2,Supermarket Type1
FDY43,14.85,Low Fat,0.098320351,Fruits and Vegetables,1.679.474,OUT013,1987,High,Tier 3,Supermarket Type1
NCU05,11.8,Low Fat,0.059068474,Health and Hygiene,799.618,OUT017,2007,,Tier 2,Supermarket Type1
FDF10,15.5,Regular,0.156898705,Snack Foods,1.479.418,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR39,20.35,Low Fat,0.084140646,Meat,1.840.292,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG40,13.65,Low Fat,0.039791206,Frozen Foods,334.558,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ28,,Regular,0.090156718,Frozen Foods,1.271.678,OUT019,1985,Small,Tier 1,Grocery Store
FDE02,8.71,LF,0.121496273,Canned,940.778,OUT045,2002,,Tier 2,Supermarket Type1
FDU60,20,Regular,0.059994175,Baking Goods,1.687.132,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDM21,20.2,Low Fat,0.064310516,Snack Foods,2.573.646,OUT013,1987,High,Tier 3,Supermarket Type1
FDV52,,Regular,0.212767095,Frozen Foods,1.167.466,OUT019,1985,Small,Tier 1,Grocery Store
NCW06,16.2,Low Fat,0.050298544,Household,1.918.162,OUT013,1987,High,Tier 3,Supermarket Type1
FDX36,9.695,Regular,0.128258986,Baking Goods,2.253.404,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT35,,Regular,0.081060928,Breads,1.692.816,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCL19,15.35,LF,0,Others,142.747,OUT010,1998,,Tier 3,Grocery Store
NCD31,12.1,Low Fat,0.015434464,Household,1.647.526,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE53,,Low Fat,0.047063689,Frozen Foods,107.228,OUT019,1985,Small,Tier 1,Grocery Store
FDW58,,Low Fat,0.013224491,Snack Foods,1.064.622,OUT019,1985,Small,Tier 1,Grocery Store
DRF48,5.73,Low Fat,0,Soft Drinks,1.873.898,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW57,8.31,Regular,0.115655502,Snack Foods,1.760.028,OUT035,2004,Small,Tier 2,Supermarket Type1
DRH13,8.575,Low Fat,0.024021065,Soft Drinks,106.728,OUT017,2007,,Tier 2,Supermarket Type1
FDT33,7.81,Regular,0.033962371,Snack Foods,1.678.158,OUT013,1987,High,Tier 3,Supermarket Type1
DRK47,,Low Fat,0.063754145,Hard Drinks,2.264.694,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY22,16.5,Regular,0.267339659,Snack Foods,1.435.128,OUT010,1998,,Tier 3,Grocery Store
FDC35,,Low Fat,0.215072945,Starchy Foods,2.085.638,OUT019,1985,Small,Tier 1,Grocery Store
FDO03,10.395,Regular,0,Meat,2.280.352,OUT013,1987,High,Tier 3,Supermarket Type1
FDF24,15.5,Regular,0.02542192,Baking Goods,813.934,OUT045,2002,,Tier 2,Supermarket Type1
FDF56,16.7,Regular,0.119948864,Fruits and Vegetables,1.804.976,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD28,10.695,Low Fat,0.053252515,Frozen Foods,572.904,OUT013,1987,High,Tier 3,Supermarket Type1
FDG53,,Low Fat,0.04563487,Frozen Foods,141.718,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDO27,,Regular,0.313541543,Meat,976.752,OUT019,1985,Small,Tier 1,Grocery Store
NCF54,18,Low Fat,0.047570047,Household,1.716.422,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC20,,Low Fat,0.023855381,Fruits and Vegetables,548.272,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU10,10.1,Regular,0.045692023,Snack Foods,383.848,OUT046,1997,Small,Tier 1,Supermarket Type1
DRA24,19.35,Regular,0.040090887,Soft Drinks,1.636.868,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA02,14,Regular,0.049749638,Dairy,1.448.786,OUT010,1998,,Tier 3,Grocery Store
FDG10,6.63,Regular,0.011001175,Snack Foods,570.588,OUT017,2007,,Tier 2,Supermarket Type1
FDW39,6.69,Regular,0,Meat,178.237,OUT010,1998,,Tier 3,Grocery Store
FDP04,,Low Fat,0.02418438,Frozen Foods,642.168,OUT019,1985,Small,Tier 1,Grocery Store
NCM55,15.6,Low Fat,0.066670606,Others,1.852.924,OUT013,1987,High,Tier 3,Supermarket Type1
FDG47,12.8,Low Fat,0.069760029,Starchy Foods,2.605.252,OUT045,2002,,Tier 2,Supermarket Type1
NCU41,18.85,Low Fat,0.052349262,Health and Hygiene,1.920.846,OUT017,2007,,Tier 2,Supermarket Type1
NCK31,10.895,Low Fat,0.027200767,Others,516.666,OUT017,2007,,Tier 2,Supermarket Type1
FDZ46,7.485,Low Fat,0.069263905,Snack Foods,1.096.228,OUT045,2002,,Tier 2,Supermarket Type1
FDU13,,Low Fat,0.186650368,Canned,1.491.418,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCF19,13,Low Fat,0.035179934,Household,498.034,OUT045,2002,,Tier 2,Supermarket Type1
NCJ43,6.635,Low Fat,0.027046875,Household,1.725.396,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ05,18.7,Low Fat,0.046181741,Health and Hygiene,1.536.682,OUT045,2002,,Tier 2,Supermarket Type1
FDS04,,Regular,0.145952717,Frozen Foods,1.388.838,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX28,6.325,Low Fat,0,Frozen Foods,1.004.042,OUT010,1998,,Tier 3,Grocery Store
FDB41,,Regular,0.096841885,Frozen Foods,461.718,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDG53,10,LF,0.045856934,Frozen Foods,141.818,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL15,17.85,Low Fat,0.078057026,Meat,1.528.682,OUT010,1998,,Tier 3,Grocery Store
FDQ08,15.7,reg,0.018959784,Fruits and Vegetables,610.536,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRN36,15.2,Low Fat,0.050136086,Soft Drinks,970.752,OUT013,1987,High,Tier 3,Supermarket Type1
FDI46,9.5,Low Fat,0.0742834,Snack Foods,2.528.724,OUT013,1987,High,Tier 3,Supermarket Type1
FDG16,,Low Fat,0.089381866,Frozen Foods,2.142.192,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV32,7.785,Low Fat,0.088634567,Fruits and Vegetables,62.651,OUT013,1987,High,Tier 3,Supermarket Type1
FDF44,7.17,Regular,0.099972466,Fruits and Vegetables,1.324.968,OUT010,1998,,Tier 3,Grocery Store
FDK04,7.36,Low Fat,0.052525131,Frozen Foods,564.588,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCA41,16.75,Low Fat,0.032559591,Health and Hygiene,1.933.162,OUT013,1987,High,Tier 3,Supermarket Type1
FDD51,11.15,Low Fat,0.120631213,Dairy,439.744,OUT017,2007,,Tier 2,Supermarket Type1
NCZ53,9.6,Low Fat,0.024526806,Health and Hygiene,1.885.214,OUT045,2002,,Tier 2,Supermarket Type1
FDP01,,Regular,0.063019289,Breakfast,1.517.682,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY25,12,Low Fat,0,Canned,1.813.976,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB17,13.15,Low Fat,0.036821494,Frozen Foods,1.798.976,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV54,11.1,Low Fat,0.033243813,Household,1.193.124,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ32,10.695,Low Fat,0.05811924,Fruits and Vegetables,630.536,OUT017,2007,,Tier 2,Supermarket Type1
FDA37,7.81,Regular,0.055312618,Canned,1.247.046,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG35,21.2,Regular,0.007039648,Starchy Foods,1.724.738,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM05,6.825,Low Fat,0.060090767,Health and Hygiene,2.663.226,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG45,8.1,Low Fat,0,Fruits and Vegetables,2.129.902,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH28,15.85,Regular,0.109939432,Frozen Foods,392.506,OUT013,1987,High,Tier 3,Supermarket Type1
NCE18,10,Low Fat,0,Household,248.675,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH38,6.425,Low Fat,0.010459399,Canned,1.176.808,OUT045,2002,,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100681984,Fruits and Vegetables,1.983.768,OUT013,1987,High,Tier 3,Supermarket Type1
FDH17,,Regular,0.016572696,Frozen Foods,962.726,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD39,16.7,Low Fat,0.070263971,Dairy,218.385,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB41,19,Regular,0.097464425,Frozen Foods,477.718,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCR53,12.15,Low Fat,0.14504086,Health and Hygiene,2.244.404,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX46,12.3,Regular,0.05844549,Snack Foods,578.562,OUT017,2007,,Tier 2,Supermarket Type1
FDV28,16.1,Regular,0,Frozen Foods,356.558,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDA08,11.85,Regular,0.050289178,Fruits and Vegetables,1.654.526,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH45,15.1,Regular,0.106264528,Fruits and Vegetables,423.796,OUT017,2007,,Tier 2,Supermarket Type1
NCS38,8.6,Low Fat,0.150961966,Household,1.141.176,OUT010,1998,,Tier 3,Grocery Store
FDD40,20.25,Regular,0.024761046,Dairy,1.935.162,OUT010,1998,,Tier 3,Grocery Store
DRM59,5.88,Low Fat,0.003591414,Hard Drinks,1.533.998,OUT035,2004,Small,Tier 2,Supermarket Type1
NCJ43,6.635,Low Fat,0,Household,1.752.396,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCN29,15.2,Low Fat,0,Health and Hygiene,501.034,OUT013,1987,High,Tier 3,Supermarket Type1
NCC19,6.57,Low Fat,0.097077051,Household,191.682,OUT045,2002,,Tier 2,Supermarket Type1
FDR56,15.5,Regular,0.100746785,Fruits and Vegetables,1.967.768,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ43,11,Regular,0.057147256,Fruits and Vegetables,2.422.512,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ32,10.695,Low Fat,0.096732533,Fruits and Vegetables,624.536,OUT010,1998,,Tier 3,Grocery Store
DRH03,17.25,Low Fat,0.035262656,Dairy,92.412,OUT017,2007,,Tier 2,Supermarket Type1
NCZ54,14.65,Low Fat,0.083343628,Household,1.636.552,OUT035,2004,Small,Tier 2,Supermarket Type1
FDE26,9.3,Low Fat,0.089509222,Canned,1.457.786,OUT017,2007,,Tier 2,Supermarket Type1
FDS03,7.825,Low Fat,0.079790099,Meat,637.826,OUT045,2002,,Tier 2,Supermarket Type1
DRZ24,,LF,0.143199389,Soft Drinks,120.144,OUT019,1985,Small,Tier 1,Grocery Store
FDO48,,Regular,0.026710788,Baking Goods,2.204.456,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDW39,6.69,Regular,0.036967784,Meat,175.037,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK05,20.1,LF,0,Health and Hygiene,626.536,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCK30,14.85,low fat,0.061323488,Household,2.544.698,OUT017,2007,,Tier 2,Supermarket Type1
FDT27,11.395,reg,0.06987064,Meat,2.349.616,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS08,,Low Fat,0.099731744,Fruits and Vegetables,177.937,OUT019,1985,Small,Tier 1,Grocery Store
NCJ19,18.6,Low Fat,0.118363749,Others,561.588,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC58,10.195,Low Fat,0,Snack Foods,430.428,OUT045,2002,,Tier 2,Supermarket Type1
DRE37,13.5,Low Fat,0.094141186,Soft Drinks,1.881.872,OUT013,1987,High,Tier 3,Supermarket Type1
FDW02,4.805,Regular,0.037692295,Dairy,1.270.704,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ02,17.2,Regular,0.042124032,Canned,1.487.418,OUT010,1998,,Tier 3,Grocery Store
FDX09,9,low fat,0.065381597,Snack Foods,177.137,OUT045,2002,,Tier 2,Supermarket Type1
FDT31,19.75,Low Fat,0.020835893,Fruits and Vegetables,1.879.872,OUT010,1998,,Tier 3,Grocery Store
FDI24,10.3,Low Fat,0.07886623,Baking Goods,177.937,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY09,15.6,Low Fat,0,Snack Foods,1.760.054,OUT045,2002,,Tier 2,Supermarket Type1
FDV28,16.1,reg,0.160052329,Frozen Foods,353.558,OUT045,2002,,Tier 2,Supermarket Type1
DRM47,9.3,Low Fat,0.043853769,Hard Drinks,1.919.846,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT52,,Regular,0.083043068,Frozen Foods,2.465.144,OUT019,1985,Small,Tier 1,Grocery Store
FDI48,11.85,Regular,0.055945372,Baking Goods,532.666,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY55,16.75,Low Fat,0.081780186,Fruits and Vegetables,2.566.988,OUT017,2007,,Tier 2,Supermarket Type1
