Número do Processo/PVL,Interessado,UF,Tipo de interessado,Tipo de operação,Finalidade,Tipo de credor,Credor,Moeda,Valor,Número do Processo/PVL,Código IBGE,Status,Data,Analisado por
17944.000648/2011-90,Barbalha,CE,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1210000,17944.000648/2011-90,2301901,Deferido,10/13/2011,STN
00000.000000/0073-42,Pé de Serra,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,00000.000000/0073-42,2924058,Devolvido,10/7/2011,STN
00000.000000/0070-68,Lauro de Freitas,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Caixa Econômica Federal,Real,2706000,00000.000000/0070-68,2919207,Devolvido,9/26/2011,STN
17944.000536/2010-58,Pindobaçu,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,180000,17944.000536/2010-58,2924603,Deferido,9/1/2011,STN
17944.000538/2010-47,Pindobaçu,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,60000,17944.000538/2010-47,2924603,Deferido,9/1/2011,STN
17944.000639/2011-07,Nordestina,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,400000,17944.000639/2011-07,2922656,Deferido,8/24/2011,STN
17944.001524/2010-41,Natal,RN,Município,Operação Contratual Interna (com garantia da União),PAC - Copa Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,293000000,17944.001524/2010-41,2408102,Encaminhado à PGFN com manifestação técnica favorável,8/24/2011,STN
00000.000000/0071-40,Itiruçu,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,00000.000000/0071-40,2916906,Devolvido,8/16/2011,STN
17944.000663/2011-38,Pernambuco,PE,Estado,Operação Contratual Interna (com garantia da União),PAC - Contrapartida,Instituição Financeira Nacional,Caixa Econômica Federal,Real,299555874,17944.000663/2011-38,26,Encaminhado à PGFN com manifestação técnica favorável,8/10/2011,STN
00000.000000/0070-29,Brotas de Macaúbas,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2000000,00000.000000/0070-29,2904506,Devolvido,7/21/2011,STN
00000.000000/0070-17,Serrinha,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,4090000,00000.000000/0070-17,2930501,Devolvido,7/7/2011,STN
17944.000695/2011-33,Teresina,PI,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000,17944.000695/2011-33,2211001,Deferido,7/7/2011,STN
17944.001610/2010-53,Baianópolis,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.001610/2010-53,2902500,Arquivado por decurso de prazo,6/28/2011,STN
17944.001594/2010-07,Itiruçu,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.001594/2010-07,2916906,Arquivado por decurso de prazo,6/28/2011,STN
17944.000535/2010-11,Uibaí,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.000535/2010-11,2932408,Arquivado por decurso de prazo,6/28/2011,STN
17944.001675/2009-65,Santa Inês,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.001675/2009-65,2927903,Arquivado por decurso de prazo,6/27/2011,STN
17944.001692/2009-01,São Gabriel,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1500000,17944.001692/2009-01,2929255,Arquivado por decurso de prazo,6/27/2011,STN
17944.000341/2010-16,Surubim,PE,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,900000,17944.000341/2010-16,2614501,Arquivado por decurso de prazo,6/27/2011,STN
17944.000640/2011-23,Abaíra,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,17944.000640/2011-23,2900108,Deferido,6/20/2011,STN
00000.000000/0068-89,Lauro de Freitas,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Caixa Econômica Federal,Real,2706000,00000.000000/0068-89,2919207,Devolvido,6/13/2011,STN
17944.000488/2011-89,Nordestina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.000488/2011-89,2922656,Deferido,6/9/2011,STN
17944.000490/2011-58,Nordestina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,17944.000490/2011-58,2922656,Deferido,6/9/2011,STN
00000.000000/0068-99,Teresina,PI,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000,00000.000000/0068-99,2211001,Devolvido,6/9/2011,STN
17944.000471/2011-21,Gentio do Ouro,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1500000,17944.000471/2011-21,2911303,Deferido,6/1/2011,STN
17944.001790/2010-73,Serra Preta,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,600000,17944.001790/2010-73,2930402,Deferido,5/27/2011,STN
17944.001208/2010-79,São Raimundo das Mangabeiras,MA,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1250000,17944.001208/2010-79,2111607,Deferido,5/27/2011,STN
00000.000000/0068-56,Ipecaetá,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,00000.000000/0068-56,2913804,Devolvido,5/24/2011,STN
17944.000455/2011-39,Ipecaetá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,180000,17944.000455/2011-39,2913804,Deferido,5/19/2011,STN
17944.000456/2011-83,Ipecaetá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.000456/2011-83,2913804,Deferido,5/19/2011,STN
00000.000000/0067-88,Nordestina,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,400000,00000.000000/0067-88,2922656,Devolvido,5/13/2011,STN
00000.000000/0067-72,Piritiba,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,00000.000000/0067-72,2924801,Devolvido,5/11/2011,STN
00000.000000/0067-80,Pé de Serra,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,00000.000000/0067-80,2924058,Devolvido,5/11/2011,STN
17944.000295/2011-28,Andorinha,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,650000,17944.000295/2011-28,2901353,Deferido,5/10/2011,STN
00000.000000/0067-75,Ipecaetá,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,00000.000000/0067-75,2913804,Devolvido,5/10/2011,STN
17944.000413/2011-06,Cocos,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,650000,17944.000413/2011-06,2908101,Deferido,5/9/2011,STN
17944.000393/2011-65,Luís Eduardo Magalhães,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,15000000,17944.000393/2011-65,2919553,Deferido,4/29/2011,STN
17944.001151/2010-16,Luís Eduardo Magalhães,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000,17944.001151/2010-16,2919553,Deferido,4/29/2011,STN
17944.001786/2010-13,Riachão das Neves,BA,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,800000,17944.001786/2010-13,2926202,Deferido,4/26/2011,STN
17944.000590/2010-01,Anguera,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.000590/2010-01,2901502,Deferido,4/19/2011,STN
17944.000594/2010-81,Anguera,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1000000,17944.000594/2010-81,2901502,Deferido,4/19/2011,STN
17944.000595/2010-26,Anguera,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.000595/2010-26,2901502,Deferido,4/19/2011,STN
00000.000000/0067-02,Lauro de Freitas,BA,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2706000,00000.000000/0067-02,2919207,Devolvido,4/13/2011,STN
17944.000120/2011-11,Recife,PE,Município,Operação Contratual Interna,PAC - Copa Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,331000000,17944.000120/2011-11,2611606,Deferido,4/13/2011,STN
00000.000000/0066-74,Nordestina,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,400000,00000.000000/0066-74,2922656,Devolvido,4/7/2011,STN
00000.000000/0066-75,Nordestina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,00000.000000/0066-75,2922656,Devolvido,4/7/2011,STN
00000.000000/0066-76,Nordestina,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,00000.000000/0066-76,2922656,Devolvido,4/7/2011,STN
00000.000000/0066-73,Poções,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,00000.000000/0066-73,2925105,Devolvido,4/6/2011,STN
00000.000000/0066-32,Ipecaetá,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,700000,00000.000000/0066-32,2913804,Devolvido,3/28/2011,STN
00000.000000/0066-33,Ipecaetá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,180000,00000.000000/0066-33,2913804,Devolvido,3/28/2011,STN
00000.000000/0066-38,Ipecaetá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,00000.000000/0066-38,2913804,Devolvido,3/28/2011,STN
17944.001411/2010-45,Guanambi,BA,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,2500000,17944.001411/2010-45,2911709,Deferido,3/24/2011,STN
17944.001377/2010-17,Oliveira dos Brejinhos,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,55000,17944.001377/2010-17,2923209,Deferido,3/21/2011,STN
17944.001376/2010-64,Oliveira dos Brejinhos,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001376/2010-64,2923209,Deferido,3/16/2011,STN
17944.001290/2010-31,Muniz Ferreira,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001290/2010-31,2922201,Arquivado por decurso de prazo,1/27/2011,STN
17944.001291/2010-86,Muniz Ferreira,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,60000,17944.001291/2010-86,2922201,Arquivado por decurso de prazo,1/27/2011,STN
17944.001412/2010-90,Santa Cruz do Capibaribe,PE,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Caixa Econômica Federal,Real,540000,17944.001412/2010-90,2612505,Arquivado por decurso de prazo,1/25/2011,STN
17944.000835/2009-59,Arapiraca,AL,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000,17944.000835/2009-59,2700300,Arquivado,1/24/2011,STN
17944.001309/2009-14,Igaporã,BA,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,650000,17944.001309/2009-14,2913408,Arquivado por decurso de prazo,1/24/2011,STN
17944.000698/2010-96,Itapebi,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000,17944.000698/2010-96,2916302,Arquivado por decurso de prazo,1/24/2011,STN
17944.001149/2010-39,Mucugê,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,750000,17944.001149/2010-39,2921906,Arquivado por decurso de prazo,1/24/2011,STN
17944.000572/2010-11,Novo Horizonte,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1000000,17944.000572/2010-11,2923035,Arquivado por decurso de prazo,1/24/2011,STN
17944.001202/2009-68,Quijingue,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,130000,17944.001202/2009-68,2925907,Arquivado por decurso de prazo,1/24/2011,STN
17944.000730/2009-08,Saubara,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,55000,17944.000730/2009-08,2929750,Arquivado por decurso de prazo,1/24/2011,STN
