REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;FORNECEDOR;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;OBSERVAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;10.500;349790;41;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;2.695;349790;41;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 80/2021 - ARP 131/2020; BLAU FARMACÊUTICA S/A;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;3.375;349791;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;2.395;349791;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;7.075;349792;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;4.950;349793;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;8.310;349793;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;1.500;349794;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;10.450;349794;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;6.950;349795;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;23.480;349796;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;11.190;349796;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;2.325;349797;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.190;349797;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;8.400;349798;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;8.690;349798;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;1.800;349799;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;1.075;349800;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;71.200;349801;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;18.090;349801;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;10.025;349802;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;7.500;349803;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;4.650;349804;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.880;349804;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;4.680;349805;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;12.825;349806;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;1.825;349807;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;2.025;349808;41;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;75;349809;41;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;680;349809;41;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;18.610;349810;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;16.025;349811;41;Entrega realizada;29/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;6.975;349812;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;7.650;349812;41;Entrega realizada;30/04/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;110;350060;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;780;350062;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;70;350063;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;190;350064;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;1.058;350065;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;ANTIBIÓTICOS DO BRASIL LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.000;350066;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;760;350066;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;180;350067;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;4.785;350069;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;140;350070;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;CISATRACÚRIO, BESILATO 5 MG/ML;FRASCO 30 mL;11;350071;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;5.000;350072;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;3.300;350035;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;840;350035;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;12.600;350037;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;3.220;350037;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 3 mL;101.600;350038;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;19.200;350039;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;30.400;350040;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;7.870;350040;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 3 mL;150.000;350044;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;20.200;350050;42;Entrega realizada;03/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;66.500;350051;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;9.900;350052;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;2.540;350052;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 3 mL;48.389;350053;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;16.000;350053;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;4.110;350053;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;2.500;350054;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA; LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;650;350054;42;Entrega realizada;02/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;DOAÇÃO ESPANHA;MINISTÉRIO DAS RELAÇÕES EXTERIORES;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 3 mL;7.900;350056;42;Entrega realizada;01/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;1.000;350259;43;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;9.890;350261;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;6.300;350262;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;4.500;350273;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;1.400;350274;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;2.400;350275;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;2.000;350276;43;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;460;350277;43;Entrega realizada;04/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;121;350278;43;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;ACCORD FARMACEUTICA LTDA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 10 mL;6.000;350279;43;Entrega realizada;05/05/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
