E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,José Wilson,-,-,1200.00,7/10/2021,7/5/2021,PAGO,1200.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,6350.00,7/10/2021,7/5/2021,PAGO,6350.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,2000.00,7/10/2021,7/5/2021,PAGO,2000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34065,Parcela 3/4,6200.00,7/10/2021,7/5/2021,PAGO,6200.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,Marcelo Gilberti Vuolo,-,-,2500.00,7/10/2021,7/8/2021,PAGO,2500.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 47202,Parcela 2/3,1133.33,7/10/2021,7/12/2021,PAGO,1133.33
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 97786, 787 e 780",Parcela 3/4,4782.00,7/10/2021,7/12/2021,PAGO,4782.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Castelo Materiais para Construção,NF 45873,Parcela 4/4,2342.20,7/10/2021,7/12/2021,PAGO,2342.20
SAÍDA,3100 Pessoal e Encargos Sociais,3115 Rescisões,Luciano Gibin,-,-,12796.05,7/9/2021,7/8/2021,PAGO,12796.05
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Luciano Gibin,-,Multa Rescisória,4514.16,7/9/2021,7/8/2021,PAGO,4514.16
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,Lotes J008 e J009,Parcela 2/4,55710.00,7/9/2021,7/8/2021,PAGO,55710.00
SAÍDA,2700 Aquisição de Animais,2715 Compra de animais para engorda,Estância Bahia Leilões,"Lotes C11, J002 e J004",Parcela 2/4,106950.00,7/9/2021,7/8/2021,PAGO,106950.00
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,-,493.70,7/8/2021,7/7/2021,PAGO,493.70
SAÍDA,3600 Saídas Diversas,3699 Diversos,Hospital do Câncer,-,Parcela 2/3,1200.00,7/8/2021,7/7/2021,PAGO,1200.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Retiro da Formosa,228.03,7/8/2021,7/8/2021,PAGO,228.03
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Formosa,232.91,7/8/2021,7/8/2021,PAGO,232.91
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 007 (08/06/21),Única,63000.00,7/8/2021,7/8/2021,PAGO,63000.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões,Lote 007 (08/06/21),-,2205.00,7/8/2021,7/8/2021,PAGO,2205.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,João Victor Pereira da Silva,-,Diarista Serra Formosa,2000.00,7/8/2021,7/8/2021,PAGO,2000.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,-,105.00,7/8/2021,7/8/2021,PAGO,105.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,Lotes J008 e J009,-,8913.60,7/8/2021,7/8/2021,PAGO,8913.60
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,"Lotes C11, J002 e J004",-,17112.00,7/8/2021,7/8/2021,PAGO,17112.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lotes J006,Parcela 3/4,19800.00,7/8/2021,7/7/2021,PAGO,19800.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Domingos Gabriel (Estrela Chave Agro),"Lotes 17, M034 e M035",Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,236630.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Vânia Sambugari Milani,Lote 19,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,48960.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,José Maurício Carvalho Alves,Lote M039,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,27625.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Douglas Mendonça,Lote 16,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,24820.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Marco Túlio Pieres,Lote 21,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,30970.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Fernando Aguiar,"Lotes 02, 03, 04 e M031",Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,256240.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Cleomicio Pereira do Val,Lote 10,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,31070.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Pedro Muffato,"Lotes 13, 15, 23 e 30",Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,177348.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Osmar Antunes de Oliveira,Lotes 22 e 24,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,92550.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Marcelo Benedito Maluf,"Lotes 07, 27 e 29",Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,119275.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Ely Roberto Pinto,"Lotes 08, 20 e 25",Única,,7/8/2021,7/8/2021,RECEBIDO,623060.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Silvio Clécio de Sales,Lote 18,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,27816.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Luiz Lopes Martinez,Lote 26,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,21670.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Luiz Simão da Silva,Lote M032,Parcela 3/4,,7/8/2021,7/8/2021,RECEBIDO,27360.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 32416,Parcela 1/2,279.80,7/7/2021,7/7/2021,PAGO,279.80
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Castelo Materiais para Construção,NF 56208,Única,439.75,7/7/2021,7/7/2021,PAGO,439.75
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Murilo Araujo,-,Conserto Pneu Trator e Deslocamento,350.00,7/7/2021,7/7/2021,PAGO,350.00
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Maria Zila Bruschetta,-,Fogão Escritório Serra Formosa,1700.00,7/7/2021,7/7/2021,PAGO,1700.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Curral Vista Formosa,10000.00,7/7/2021,7/7/2021,PAGO,10000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Araujo Trajano,-,56 Hastes para confinamento,1960.00,7/7/2021,7/7/2021,PAGO,1960.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 97043, 44 e 58",Parcela 4/4,1002.70,7/7/2021,7/7/2021,PAGO,1002.70
SAÍDA,3200 Serviços Prestados,3299 Diversos,Mario Coimbra / Hilux,-,Parcela 43/48,2143.00,7/7/2021,7/7/2021,PAGO,2143.00
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,Unidades,-,-,1756.18,7/7/2021,7/7/2021,PAGO,1756.18
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões,Lote 01 (07/06/21),-,7381.50,7/7/2021,7/7/2021,PAGO,7381.50
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,LF Leilões,Lote 01 (07/06/21),Única,210900.00,7/7/2021,7/7/2021,PAGO,210900.00
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Rafael Alberto Leal de Souza,-,Adiantamento Viagem,3000.00,7/7/2021,7/7/2021,PAGO,3000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 98489 e 90,Parcela 2/4,2275.00,7/7/2021,7/7/2021,PAGO,2275.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,Formosa 2 Gás Pequeno,210.00,7/6/2021,7/6/2021,PAGO,210.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,Transferência Desmama,-,Formosa - Serra Formosa,158.28,7/6/2021,7/6/2021,PAGO,158.28
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote P014,Parcela 1/5,155365.00,7/6/2021,7/6/2021,PAGO,155365.00
SAÍDA,3400 Impostos e Taxas,3450 DIFAL,-,-,Cochos Serra Formosa e Formosa,5880.00,7/6/2021,7/6/2021,PAGO,5880.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 869450,Parcela 2/4,1225.00,7/6/2021,7/6/2021,PAGO,1225.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 30744,Parcela 3/4,470.00,7/6/2021,7/6/2021,PAGO,470.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Alvorada,NF 3269,Parcela 2/6,4000.00,7/6/2021,7/6/2021,PAGO,4000.00
SAÍDA,3100 Pessoal e Encargos Sociais,3125 Vale-Refeição,Funcionários,-,Sodexo,1900.00,7/5/2021,7/5/2021,PAGO,1900.00
SAÍDA,3100 Pessoal e Encargos Sociais,3105 Folha de Pagamento,Funcionários,-,-,23370.00,7/5/2021,7/5/2021,PAGO,23370.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,Israel Maximiano Oliveira,-,Frete Mudança Formosa Novo Funcionário,1500.00,7/5/2021,7/5/2021,PAGO,1500.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 75/sc,80000.00,7/5/2021,7/5/2021,PAGO,80000.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Casquinha de Soja Juscimeira,2000.00,7/5/2021,7/5/2021,PAGO,2000.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Casquinha de Soja Dom Aquino,2700.00,7/5/2021,7/5/2021,PAGO,2700.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Milho Juscimeira,1700.00,7/5/2021,7/5/2021,PAGO,1700.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Milho Juscimeira,1700.00,7/5/2021,7/5/2021,PAGO,1700.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Casquinha de Soja Juscimeira,2000.00,7/5/2021,7/5/2021,PAGO,2000.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Casquinha de Soja Dom Aquino,2700.00,7/5/2021,7/5/2021,PAGO,2700.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Milho Juscimeira,1700.00,7/5/2021,7/5/2021,PAGO,1700.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,Milho Jangada,3500.00,7/5/2021,7/5/2021,PAGO,3500.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,"Lotes 39, 12, 21 e 15",Parcela 10/22,1170.00,7/5/2021,7/5/2021,PAGO,1170.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2305 Vacinas,Mailson Pereira ME (Soberana),"NF's 5068, 69, 71, 72 e 73",Parcela 2/3,2632.00,7/5/2021,7/5/2021,PAGO,2632.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Guimaquina,NF 86872,Parcela 2/2,1250.00,7/5/2021,7/5/2021,PAGO,1250.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 197005,Parcela 1/3,3720.00,7/5/2021,7/5/2021,PAGO,3720.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 217005,Parcela 1/3,2866.67,7/5/2021,7/5/2021,PAGO,2867.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34219,Parcela 1/3,7966.67,7/5/2021,7/5/2021,PAGO,7966.67
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,Luiz Dalton,-,Diárias,3406.51,7/5/2021,7/5/2021,PAGO,3406.51
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Para Borracha LTDA,NF 8137,Parcela 1/3,19600.00,7/4/2021,7/5/2021,PAGO,19600.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 3113,Parcela 2/3,1180.00,7/4/2021,7/5/2021,PAGO,1180.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Agro Amazônia,NF 60942,Parcela 2/3,2833.33,7/4/2021,7/5/2021,PAGO,2833.33
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Expresso Aliança,-,122 Cabeças (Faz. Beira Rio - Serra Formosa),11107.60,7/2/2021,7/2/2021,PAGO,11107.60
SAÍDA,2000 Administrativas,2035 Material de Escritório e Limpeza,Fênix Supermercado,NF 67301,Compras 01/05,5846.19,7/2/2021,7/2/2021,PAGO,5846.19
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31238,Parcela 2/3,402.50,7/2/2021,7/2/2021,PAGO,402.50
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Siltomac,Pedido 29435,Parcela 1/4,27775.00,7/2/2021,7/2/2021,PAGO,27775.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 005 (01/06/21),Única,380400.00,7/1/2021,7/1/2021,PAGO,380400.00
SAÍDA,2100 Comerciais,2110 Comissões,Programa Leilões,Lote P03,-,6804.00,7/1/2021,7/1/2021,PAGO,6804.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,Transferência,-,Vista Formosa - 50 Cabeças,197.85,7/1/2021,7/1/2021,PAGO,197.85
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 47447,Única,480.00,7/1/2021,7/1/2021,PAGO,480.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões,Lote 005 (01/06/21),Única,13314.00,7/1/2021,7/1/2021,PAGO,13314.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Carlinhos MT,02 Fretes,30 Bezerras,6000.00,7/1/2021,7/1/2021,PAGO,6000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Samuel Ozorio Alves de Araujo,-,Cercas Formosa,5000.00,7/1/2021,7/1/2021,PAGO,5000.00
SAÍDA,2800 Manutenção de Imobilizado,2899 Diversos,Zootec Indústria e Comércio,-,Arame Industrial 16 mm - Serra Formosa,250.00,7/1/2021,7/1/2021,PAGO,250.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 29949,Parcela 3/3,374.78,6/30/2021,6/30/2021,PAGO,374.78
SAÍDA,3400 Impostos e Taxas,3430 PERT,Marcio Gugelmin,-,May-21,4299.19,6/30/2021,6/30/2021,PAGO,4299.19
SAÍDA,3400 Impostos e Taxas,3430 PERT,Marcio Gugelmin,-,Jun-21,4299.19,6/30/2021,6/30/2021,PAGO,4299.19
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 47746 e 747,Única,780.00,6/30/2021,6/30/2021,PAGO,780.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Jacto Agrícola,NF's 876 e 4445,Única,3104.61,6/30/2021,6/30/2021,PAGO,3104.61
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 868473,Parcela 2/3,783.33,6/29/2021,6/30/2021,PAGO,783.33
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Sidnei do Santos Silva,-,-,400.00,6/29/2021,6/29/2021,PAGO,400.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Curral Vista Formosa,7475.00,6/29/2021,6/29/2021,PAGO,7475.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,Serra Formosa (29/06),105.00,6/29/2021,6/29/2021,PAGO,105.00
SAÍDA,3300 Despesas de Viagem,3399 Diversos,Rafael Alberto Leal de Souza,-,Adiantamento Viagem,3000.00,6/29/2021,6/28/2021,PAGO,3000.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Elétrica Serpal,NF 864914,Parcela 3/3,400.00,6/28/2021,6/28/2021,PAGO,400.00
SAÍDA,3200 Serviços Prestados,3240 Segurança,Costa,-,-,1000.00,6/28/2021,6/28/2021,PAGO,1000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Juliana Pereira Guimaraes,NF,Milho R$ 76/sc,58114.66,6/28/2021,6/28/2021,PAGO,58114.66
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 295688,Parcela 9/10,11497.00,6/28/2021,6/28/2021,PAGO,11497.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 43 - Leilão Martelo,Parcela 2/6,2480.00,6/28/2021,6/28/2021,PAGO,2480.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 52 - Leilão Martelo,Parcela 2/6,1100.00,6/28/2021,6/28/2021,PAGO,1100.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 34 - Leilão Martelo,Parcela 2/6,2880.00,6/28/2021,6/28/2021,PAGO,2880.00
SAÍDA,2500 Cultura de Sorgo,2599 Diversos,Agro Amazônia,NF 60869,Parcela 2/3,2266.67,6/28/2021,6/28/2021,PAGO,2266.67
SAÍDA,3200 Serviços Prestados,3299 Diversos,Frete Mudança,-,Operador de Máquina,1200.00,6/28/2021,6/28/2021,PAGO,1200.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF 203584,Parcela 2/4,7104.67,6/28/2021,6/28/2021,PAGO,7104.67
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16129 NF 2021731,Parcela 2/4,2000.00,6/28/2021,6/28/2021,PAGO,2000.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF's 203585,Parcela 2/4,5109.08,6/28/2021,6/28/2021,PAGO,5109.08
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,OS 16128 NF 2021732,Parcela 2/4,2000.00,6/28/2021,6/28/2021,PAGO,2000.00
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Semex Brasil,NF 135899,Parcela 9/10,10540.00,6/27/2021,6/28/2021,PAGO,10540.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 29883,Parcela 3/3,224.29,6/27/2021,6/28/2021,PAGO,224.29
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,Reembolso Viagem Mario 06/05 até 07/06,1572.00,6/26/2021,6/28/2021,PAGO,1572.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lote E006 (27/05/21),Parcela 2/3,42400.00,6/26/2021,6/28/2021,PAGO,42400.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31136,Parcela 2/4,2843.25,6/26/2021,6/28/2021,PAGO,2843.25
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Semex Brasil,NF 153963,Parcela 4/9,1462.23,6/26/2021,6/28/2021,PAGO,1462.23
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Ivan Pereira da Silva,-,Peças Barracão 2 Serra Formosa,730.00,6/25/2021,6/25/2021,PAGO,730.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,02 Tratores 5078-E e 01 Concha,Parcela 11/11,36272.00,6/25/2021,6/25/2021,PAGO,36272.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,01 Trator 5090,Parcela 9/11,25012.82,6/25/2021,6/25/2021,PAGO,25012.82
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3020 Contrato,Iguaçu Máquinas,01 Pá Carregadeira,Parce 10/10,3000.00,6/25/2021,5/18/2021,PAGO,3000.00
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 36635,Abastecimento Rafael (30/03),150.01,6/25/2021,6/25/2021,PAGO,150.01
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 36973,Abastecimento Rafael (02/05),154.10,6/25/2021,6/25/2021,PAGO,154.10
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37002,Abastecimento Wesley S10 (04/05),446.01,6/25/2021,6/25/2021,PAGO,446.01
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37010,Abastecimento Rafael (04/05),148.27,6/25/2021,6/25/2021,PAGO,148.27
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37023,Abastecimento Rafael (06/05),281.85,6/25/2021,6/25/2021,PAGO,281.85
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37101,Abastecimento Rafael (12 e 14/05),397.91,6/25/2021,6/25/2021,PAGO,397.91
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37147,Abastecimento Rafael (17/05),172.10,6/25/2021,6/25/2021,PAGO,172.10
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Posto One Petro,NF 37186,50 Litros Gasolina Serra Formosa (19/05),298.85,6/25/2021,6/25/2021,PAGO,298.85
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37289,Abastecimento Rafael (27/05),202.11,6/25/2021,6/25/2021,PAGO,202.11
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37304,Abastecimento Rafael (28/05),142.07,6/25/2021,6/25/2021,PAGO,142.07
SAÍDA,3300 Despesas de Viagem,3310 Combustível,Posto One Petro,NF 37332,Abastecimento Rafael (31/05),210.71,6/25/2021,6/25/2021,PAGO,210.71
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 34065,Parcela 2/4,6200.00,6/25/2021,6/8/2021,PAGO,6200.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31142,Parcela 1/3,513.53,6/25/2021,6/25/2021,PAGO,513.53
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 45931,Parcela 3/3,3600.00,6/24/2021,6/24/2021,PAGO,3600.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 75/sc,38625.00,6/24/2021,6/24/2021,PAGO,38625.00
SAÍDA,3200 Serviços Prestados,3299 Diversos,Expresso Dist e Trans Eirele,-,Frete Telhas (Cuiabá - Serra Formosa),1700.00,6/24/2021,6/24/2021,PAGO,1700.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Barra Xingu Transportes,-,Frete Gado Programa Leilões,10370.00,6/24/2021,6/24/2021,PAGO,10370.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 2 Casa - Vista Formosa,5000.00,6/24/2021,6/24/2021,PAGO,5000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Labareda,-,Curral Vista Formosa,2000.00,6/24/2021,6/24/2021,PAGO,2000.00
SAÍDA,3600 Saídas Diversas,3699 Diversos,André de Souza Melo,-,Óleo queimado,210.00,6/23/2021,6/23/2021,PAGO,210.00
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Alvorada,NF 2513,Parcela 3/5,6720.00,6/23/2021,6/23/2021,PAGO,6720.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Programa Leilões,Lote Y20,Parcela 1/3,128710.00,6/23/2021,6/23/2021,PAGO,128710.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 31095,Parcela 1/3,1020.00,6/23/2021,6/23/2021,PAGO,1020.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 98489 e 90,Parcela 1/4,915.00,6/23/2021,6/23/2021,PAGO,915.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Giovanni Pires Viana,Lotes 09 e M038,Única,,6/23/2021,6/23/2021,RECEBIDO,286400.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Vitor Marcio Dumoncel,"Lotes 11, 12 e 28",Única,,6/23/2021,6/23/2021,RECEBIDO,793600.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Algemir e Rosangela Tonello,Lote 14,Única,,6/23/2021,6/23/2021,RECEBIDO,205020.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Flávio Souza Golveia,Lote M037,Única,,6/23/2021,6/23/2021,RECEBIDO,158760.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Junior Fernando de Oliveira ME,"2,5 Diárias",Máquina e caminhão,6250.00,6/22/2021,6/23/2021,PAGO,6250.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 75/sc,49413.33,6/22/2021,6/22/2021,PAGO,49413.33
