nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Maruti Alto,Maruti,Alto,6,35000,particular,Petrol,Manual,22.74,796,47.3,5,270000,10800.0,media
Maruti Swift,Maruti,Swift,4,50000,distribuidor,Diesel,Manual,28.4,1248,74.0,5,650000,26000.0,media
Hyundai EON,Hyundai,EON,8,20000,particular,Petrol,Manual,21.1,814,55.2,5,250000,10000.0,media
Fiat Grande,Fiat,Grande,7,39456,particular,Diesel,Manual,21.2,1248,75.0,5,350000,14000.0,media
Maruti S-Presso,Maruti,S-Presso,2,10000,particular,Petrol,Manual,21.7,998,67.0,5,425000,17000.0,media
Toyota Innova,Toyota,Innova,10,310000,particular,Diesel,Manual,12.8,2494,102.0,8,510000,20400.0,grande
Ford Ecosport,Ford,Ecosport,5,72000,distribuidor,Diesel,Manual,21.7,1498,98.96,5,690000,27600.0,media
Chevrolet Beat,Chevrolet,Beat,6,79125,distribuidor,Petrol,Manual,17.8,1199,76.8,5,185000,7400.0,media
Toyota Etios,Toyota,Etios,5,76000,distribuidor,Diesel,Manual,23.59,1364,67.04,5,560000,22400.0,media
Hyundai Venue,Hyundai,Venue,2,40000,distribuidor,Diesel,Manual,23.7,1493,98.6,5,1080000,43200.0,media
Maruti Alto,Maruti,Alto,3,33026,distribuidor confiável,Petrol,Manual,24.7,796,47.3,5,328000,13120.0,media
Ford Ecosport,Ford,Ecosport,4,65000,distribuidor,Diesel,Manual,21.7,1498,98.96,5,650000,26000.0,media
Maruti Ignis,Maruti,Ignis,4,20000,particular,Petrol,Automatic,20.89,1197,81.8,5,700000,28000.0,media
Volkswagen Vento,Volkswagen,Vento,10,72000,distribuidor,Diesel,Manual,20.54,1598,103.6,5,370000,14800.0,media
Hyundai Grand,Hyundai,Grand,6,55000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,445000,17800.0,media
Renault KWID,Renault,KWID,3,14000,particular,Petrol,Manual,23.01,999,67.0,5,370000,14800.0,media
Honda City,Honda,City,3,25000,particular,Petrol,Automatic,18.0,1497,117.6,5,1300000,52000.0,media
Ford Aspire,Ford,Aspire,5,57500,particular,Diesel,Manual,25.83,1498,99.0,5,536000,21440.0,media
Maruti Swift,Maruti,Swift,3,50000,particular,Diesel,Manual,28.4,1248,74.0,5,750000,30000.0,media
Skoda Rapid,Skoda,Rapid,6,85000,distribuidor,Diesel,Manual,20.5,1598,103.5,5,575000,23000.0,media
Maruti Alto,Maruti,Alto,5,31488,distribuidor,Petrol,Manual,24.7,796,47.3,5,300000,12000.0,media
Volkswagen CrossPolo,Volkswagen,CrossPolo,7,58000,distribuidor,Diesel,Manual,22.07,1199,74.0,5,500000,20000.0,media
Toyota Glanza,Toyota,Glanza,2,15000,particular,Petrol,Manual,23.87,1197,88.5,5,747000,29880.0,media
Toyota Innova,Toyota,Innova,4,165000,particular,Diesel,Manual,13.68,2393,147.8,7,1225000,49000.0,grande
Datsun redi-GO,Datsun,redi-GO,4,34000,distribuidor,Petrol,Manual,21.7,999,67.05,5,249000,9960.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,102000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,550000,22000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,68590,distribuidor,Diesel,Manual,23.4,1248,74.0,5,475000,19000.0,media
Hyundai i20,Hyundai,i20,1,72800,distribuidor,Diesel,Manual,25.2,1493,98.63,5,500000,20000.0,media
Maruti Alto,Maruti,Alto,6,50000,particular,Petrol,Manual,22.74,796,47.3,5,220000,8800.0,media
Maruti Alto,Maruti,Alto,5,31000,distribuidor,Petrol,Manual,22.74,796,47.3,5,280000,11200.0,media
Mahindra Quanto,Mahindra,Quanto,8,91000,distribuidor,Diesel,Manual,17.21,1493,100.0,7,351000,14040.0,grande
Honda City,Honda,City,3,19000,distribuidor,Petrol,Automatic,18.0,1497,117.6,5,1150000,46000.0,media
Hyundai Verna,Hyundai,Verna,8,61827,distribuidor,Diesel,Automatic,22.32,1582,126.32,5,711000,28440.0,media
Maruti Wagon R,Maruti,Wagon R,13,70000,particular,LPG,Manual,17.3,1061,57.5,5,117000,4680.0,media
Nissan Terrano,Nissan,Terrano,7,124000,distribuidor,Diesel,Manual,19.01,1461,108.5,5,499000,19960.0,media
Chevrolet Beat,Chevrolet,Beat,11,79000,distribuidor,Petrol,Manual,18.6,1199,79.4,5,210000,8400.0,media
Hyundai i20,Hyundai,i20,5,73251,distribuidor,Diesel,Manual,22.54,1396,88.73,5,595000,23800.0,media
Honda Amaze,Honda,Amaze,7,105000,particular,Diesel,Manual,25.8,1498,98.6,5,420000,16800.0,media
Maruti Ignis,Maruti,Ignis,4,22000,distribuidor,Petrol,Automatic,20.89,1197,81.8,5,570000,22800.0,media
Honda City,Honda,City,14,146000,particular,Petrol,Manual,17.7,1497,78.0,5,125000,5000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,42000,distribuidor,Petrol,Manual,20.85,1197,83.14,5,560000,22400.0,media
Renault Koleos,Renault,Koleos,6,99000,distribuidor,Diesel,Manual,17.15,1995,147.9,5,840000,33600.0,media
Toyota Innova,Toyota,Innova,3,65000,distribuidor,Diesel,Manual,13.68,2393,147.51,7,1950000,78000.0,grande
Maruti Swift,Maruti,Swift,5,25000,distribuidor,Petrol,Manual,22.0,1197,81.8,5,525000,21000.0,media
Hyundai i20,Hyundai,i20,6,51000,distribuidor,Diesel,Manual,22.54,1396,88.73,5,590000,23600.0,media
Chevrolet Spark,Chevrolet,Spark,14,67548,distribuidor,Petrol,Manual,18.0,995,62.0,5,82000,3280.0,media
Honda Jazz,Honda,Jazz,5,13001,distribuidor,Petrol,Manual,18.7,1199,88.7,5,650000,26000.0,media
Chevrolet Spark,Chevrolet,Spark,14,37849,distribuidor,Petrol,Manual,18.0,995,62.0,5,130000,5200.0,media
Maruti Wagon R,Maruti,Wagon R,6,90000,particular,Petrol,Manual,20.51,998,67.04,5,300000,12000.0,media
Volvo S60,Volvo,S60,6,80000,particular,Diesel,Automatic,9.0,1984,181.0,5,1900000,76000.0,media
Skoda Rapid,Skoda,Rapid,8,60000,particular,Diesel,Manual,20.5,1598,103.5,5,350000,14000.0,media
Hyundai i20,Hyundai,i20,1,15000,particular,Petrol,Manual,20.35,1197,81.86,5,670000,26800.0,media
Hyundai i20,Hyundai,i20,7,81000,distribuidor,Diesel,Manual,22.54,1396,88.73,5,475000,19000.0,media
Maruti Wagon R,Maruti,Wagon R,12,76000,distribuidor,Petrol,Manual,14.0,1061,64.0,5,195000,7800.0,media
Mahindra Bolero,Mahindra,Bolero,9,120000,particular,Diesel,Manual,15.96,2523,62.1,7,365000,14600.0,grande
Ford Figo,Ford,Figo,8,98500,particular,Diesel,Manual,20.0,1399,68.05,5,250000,10000.0,media
Hyundai Santro,Hyundai,Santro,2,10000,particular,Petrol,Automatic,20.3,1086,68.0,5,575000,23000.0,media
Maruti Ciaz,Maruti,Ciaz,4,130000,particular,Diesel,Manual,28.09,1248,88.5,5,695000,27800.0,media
Hyundai Santa,Hyundai,Santa,9,100000,distribuidor,Diesel,Manual,14.66,2199,194.3,7,570000,22800.0,grande
Honda CR-V,Honda,CR-V,14,155000,distribuidor,Petrol,Automatic,10.1,2354,152.0,5,475000,19000.0,media
Honda BRV,Honda,BRV,2,8202,particular,Petrol,Automatic,15.4,1497,117.3,7,1250000,50000.0,grande
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,35000,distribuidor,Diesel,Automatic,14.21,2143,203.0,5,2395000,95800.0,media
Volkswagen Vento,Volkswagen,Vento,9,78762,distribuidor,Petrol,Manual,15.04,1598,103.6,5,428000,17120.0,media
Toyota Platinum,Toyota,Platinum,4,67433,distribuidor,Petrol,Manual,16.78,1496,88.73,5,524000,20960.0,media
Renault KWID,Renault,KWID,4,25000,particular,Petrol,Manual,23.01,999,67.0,5,250000,10000.0,media
Ford Ecosport,Ford,Ecosport,6,52000,distribuidor,Diesel,Manual,23.0,1498,98.96,5,650000,26000.0,media
Honda City,Honda,City,5,93877,particular,Petrol,Manual,17.8,1497,117.3,5,800000,32000.0,media
Honda Accord,Honda,Accord,13,100000,distribuidor,Petrol,Manual,12.8,2354,177.6,5,475000,19000.0,media
Toyota Fortuner,Toyota,Fortuner,9,149000,particular,Diesel,Manual,12.55,2982,168.5,7,1800000,72000.0,grande
Mitsubishi Lancer,Mitsubishi,Lancer,21,80000,particular,Petrol,Manual,13.7,1468,85.8,5,70000,0.0,media
Mahindra Scorpio,Mahindra,Scorpio,7,70000,particular,Diesel,Manual,12.05,2179,120.0,9,595000,23800.0,grande
Mahindra XUV500,Mahindra,XUV500,6,120000,particular,Diesel,Manual,16.0,2179,140.0,7,850000,34000.0,grande
Mahindra Ssangyong,Mahindra,Ssangyong,7,165000,distribuidor,Diesel,Manual,12.4,2696,162.0,7,850000,34000.0,grande
Honda Amaze,Honda,Amaze,2,5000,particular,Petrol,Manual,19.5,1199,88.76,5,720000,28800.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,51000,distribuidor,Diesel,Automatic,14.84,2143,167.62,5,1675000,67000.0,media
Maruti Baleno,Maruti,Baleno,3,15000,particular,Petrol,Manual,21.4,1197,83.1,5,710000,28400.0,media
Maruti Swift,Maruti,Swift,6,36000,distribuidor,Petrol,Manual,18.6,1197,85.8,5,550000,22000.0,media
Maruti Wagon R,Maruti,Wagon R,5,50000,particular,Petrol,Manual,20.51,998,67.04,5,425000,17000.0,media
Volkswagen Polo,Volkswagen,Polo,6,40000,particular,Diesel,Manual,20.14,1498,88.8,5,450000,18000.0,media
Maruti Wagon R,Maruti,Wagon R,3,10000,particular,Petrol,Manual,20.51,998,67.04,5,391000,15640.0,media
Renault KWID,Renault,KWID,4,22017,distribuidor,Petrol,Manual,23.01,999,67.0,5,380000,15200.0,media
Maruti Swift,Maruti,Swift,3,39000,distribuidor,Diesel,Automatic,28.4,1248,74.0,5,765000,30600.0,media
Toyota Innova,Toyota,Innova,7,148533,distribuidor,Diesel,Manual,12.99,2494,100.0,7,975000,39000.0,grande
Honda Accord,Honda,Accord,14,61000,distribuidor,Petrol,Manual,11.9,2354,144.0,5,350000,14000.0,media
Toyota Corolla,Toyota,Corolla,2,3500,distribuidor,Petrol,Manual,14.28,1798,138.03,5,1645000,65800.0,media
Maruti Alto,Maruti,Alto,5,24779,distribuidor,Petrol,Automatic,23.95,998,67.05,5,360000,14400.0,media
Maruti Alto,Maruti,Alto,11,70000,particular,Petrol,Manual,19.7,796,46.3,5,150000,6000.0,media
Hyundai Xcent,Hyundai,Xcent,5,100000,particular,Diesel,Manual,24.4,1120,71.0,5,450000,18000.0,media
Mahindra Thar,Mahindra,Thar,2,12800,particular,Diesel,Manual,16.55,2498,105.0,6,999000,39960.0,grande
Maruti Wagon R,Maruti,Wagon R,13,120000,particular,LPG,Manual,17.3,1061,57.5,5,140000,5600.0,media
Ford Ecosport,Ford,Ecosport,8,60000,distribuidor,Diesel,Manual,22.7,1498,89.84,5,585000,23400.0,media
Audi A4,Audi,A4,10,95000,distribuidor,Petrol,Automatic,15.64,1798,167.62,5,1000000,40000.0,media
Volkswagen Vento,Volkswagen,Vento,3,31900,distribuidor,Diesel,Manual,22.27,1498,108.6,5,1025000,41000.0,media
Maruti Wagon R,Maruti,Wagon R,2,32000,distribuidor,Petrol,Automatic,20.52,1197,81.8,5,525000,21000.0,media
Mahindra TUV,Mahindra,TUV,4,42274,distribuidor,Diesel,Manual,18.49,1493,100.0,7,780000,31200.0,grande
Renault Duster,Renault,Duster,5,92370,distribuidor,Diesel,Manual,19.01,1461,108.45,5,650000,26000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,90503,distribuidor,Diesel,Manual,23.4,1248,74.0,5,725000,29000.0,media
Hyundai Grand,Hyundai,Grand,6,48728,distribuidor,Diesel,Manual,24.0,1120,70.0,5,480000,19200.0,media
Hyundai Grand,Hyundai,Grand,6,63165,distribuidor,Petrol,Manual,18.9,1197,82.0,5,450000,18000.0,media
Hyundai Grand,Hyundai,Grand,6,45000,particular,Petrol,Manual,18.9,1197,82.0,5,400000,16000.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,46001,distribuidor,Diesel,Automatic,14.21,2143,203.0,5,1650000,66000.0,media
Maruti SX4,Maruti,SX4,4,68390,distribuidor,Diesel,Manual,23.65,1248,88.5,5,850000,34000.0,media
Maruti Vitara,Maruti,Vitara,4,47000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,950000,38000.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,70000,particular,Diesel,Automatic,11.5,2987,210.0,5,1800000,72000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,72300,distribuidor,Diesel,Manual,28.4,1248,74.02,5,665000,26600.0,media
Mahindra Xylo,Mahindra,Xylo,10,120000,particular,Diesel,Manual,13.0,2489,95.0,8,220000,8800.0,grande
Maruti Ritz,Maruti,Ritz,8,72000,distribuidor,Diesel,Manual,23.2,1248,73.94,5,495000,19800.0,media
Volkswagen Polo,Volkswagen,Polo,3,25000,particular,Diesel,Manual,20.14,1498,88.0,5,850000,34000.0,media
Maruti Ertiga,Maruti,Ertiga,8,30000,distribuidor,Petrol,Manual,16.02,1373,93.7,7,400000,16000.0,grande
Maruti Wagon R,Maruti,Wagon R,10,62000,distribuidor,Petrol,Manual,18.9,998,67.1,5,295000,11800.0,media
Volkswagen Vento,Volkswagen,Vento,8,180000,particular,Diesel,Manual,20.54,1598,103.6,5,350000,14000.0,media
Honda City,Honda,City,8,43000,distribuidor,Petrol,Manual,17.8,1497,117.3,5,470000,18800.0,media
Hyundai Grand,Hyundai,Grand,4,59656,distribuidor confiável,Diesel,Manual,24.0,1186,73.97,5,532000,21280.0,media
Toyota Fortuner,Toyota,Fortuner,9,104446,distribuidor,Diesel,Manual,12.55,2982,168.5,7,1340000,53600.0,grande
Mahindra Renault,Mahindra,Renault,10,190000,particular,Diesel,Manual,17.0,1461,66.0,5,150000,6000.0,media
Volkswagen Vento,Volkswagen,Vento,6,74000,distribuidor,Diesel,Automatic,21.5,1498,108.5,5,690000,27600.0,media
Maruti Ritz,Maruti,Ritz,10,100000,particular,Diesel,Manual,21.1,1248,73.9,5,215000,8600.0,media
Maruti Vitara,Maruti,Vitara,3,50000,particular,Diesel,Manual,24.3,1248,88.5,5,895000,35800.0,media
Maruti Baleno,Maruti,Baleno,1,20000,particular,Petrol,Manual,21.01,1197,81.8,5,700000,28000.0,media
Volkswagen Polo,Volkswagen,Polo,8,144653,distribuidor,Diesel,Manual,22.07,1199,73.9,5,250000,10000.0,media
Hyundai Verna,Hyundai,Verna,5,28000,distribuidor,Petrol,Manual,17.01,1591,121.3,5,740000,29600.0,media
Audi A4,Audi,A4,7,65000,distribuidor,Diesel,Automatic,17.11,1968,174.33,5,1850000,74000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,particular,Petrol,Manual,21.21,1197,81.8,5,600000,24000.0,media
Ford Figo,Ford,Figo,10,80000,particular,Diesel,Manual,20.0,1399,68.0,5,145000,5800.0,media
BMW 5,BMW,5,6,113000,distribuidor,Diesel,Automatic,18.48,1995,177.0,5,2500000,100000.0,media
Renault Duster,Renault,Duster,8,80000,distribuidor,Diesel,Manual,19.87,1461,83.8,5,390000,15600.0,media
Hyundai i20,Hyundai,i20,3,53000,distribuidor,Diesel,Manual,22.54,1396,88.76,5,690000,27600.0,media
Ford Figo,Ford,Figo,10,73000,distribuidor,Diesel,Manual,20.0,1399,68.05,5,335000,13400.0,media
Ford Fiesta,Ford,Fiesta,9,69000,particular,Diesel,Manual,18.6,1388,67.0,5,350000,14000.0,media
Hyundai Grand,Hyundai,Grand,4,5238,distribuidor,Petrol,Manual,18.9,1197,81.86,5,595000,23800.0,media
Honda Amaze,Honda,Amaze,4,71000,distribuidor,Diesel,Manual,25.8,1498,98.6,5,575000,23000.0,media
Maruti Alto,Maruti,Alto,8,24000,particular,Petrol,Manual,22.74,796,47.3,5,270000,10800.0,media
Honda City,Honda,City,12,90000,particular,Petrol,Manual,16.8,1497,116.4,5,265000,10600.0,media
Hyundai Creta,Hyundai,Creta,4,79000,distribuidor,Diesel,Manual,19.67,1582,126.2,5,1100000,44000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,particular,Diesel,Manual,28.4,1248,74.02,5,785000,31400.0,media
Maruti Swift,Maruti,Swift,7,63699,distribuidor,Petrol,Manual,21.21,1197,81.8,5,355000,14200.0,media
Honda City,Honda,City,10,30000,particular,Petrol,Manual,17.0,1497,118.0,5,400000,16000.0,media
Maruti Swift,Maruti,Swift,6,40000,distribuidor,Petrol,Manual,22.0,1197,81.8,5,470000,18800.0,media
Honda City,Honda,City,4,30000,distribuidor,Petrol,Manual,17.8,1497,117.3,5,925000,37000.0,media
Maruti Ciaz,Maruti,Ciaz,5,60000,particular,Diesel,Manual,28.09,1248,88.5,5,710000,28400.0,media
Maruti Swift,Maruti,Swift,9,60000,particular,Diesel,Manual,22.9,1248,74.0,5,380000,15200.0,media
Maruti Swift,Maruti,Swift,13,96000,distribuidor,Diesel,Manual,17.8,1248,75.0,5,290000,11600.0,media
Hyundai Verna,Hyundai,Verna,5,85000,distribuidor,Diesel,Automatic,19.08,1582,126.2,5,730000,29200.0,media
Hyundai Grand,Hyundai,Grand,5,77000,particular,Petrol,Manual,18.9,1197,82.0,5,500000,20000.0,media
Fiat Grande,Fiat,Grande,8,90000,particular,Diesel,Manual,20.3,1248,75.0,5,350000,14000.0,media
Toyota Etios,Toyota,Etios,7,84429,distribuidor confiável,Diesel,Manual,23.59,1364,67.06,5,500000,20000.0,media
Mercedes-Benz GLA,Mercedes-Benz,GLA,3,15000,distribuidor,Diesel,Automatic,17.9,2143,136.0,5,2800000,112000.0,media
Maruti Alto,Maruti,Alto,14,55000,particular,Petrol,Manual,19.7,796,46.3,5,150000,6000.0,media
Jaguar XF,Jaguar,XF,7,40000,distribuidor,Diesel,Automatic,14.74,2993,270.9,5,3400000,136000.0,media
Maruti Alto,Maruti,Alto,3,40000,particular,Petrol,Manual,24.7,796,47.3,5,350000,14000.0,media
Nissan Micra,Nissan,Micra,9,84000,distribuidor,Diesel,Manual,23.08,1461,63.1,5,315000,12600.0,media
Maruti Zen,Maruti,Zen,15,72277,distribuidor,Petrol,Manual,18.2,1061,64.0,5,175000,7000.0,media
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,9,30000,distribuidor,Diesel,Automatic,13.5,2987,254.79,5,3300000,132000.0,media
Honda Amaze,Honda,Amaze,5,136900,distribuidor,Diesel,Manual,25.8,1498,98.6,5,460000,18400.0,media
Mahindra Xylo,Mahindra,Xylo,12,120000,particular,Diesel,Manual,14.0,2498,112.0,8,200000,8000.0,grande
Hyundai Creta,Hyundai,Creta,6,110000,particular,Diesel,Manual,19.67,1582,126.2,5,1100000,44000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,60000,particular,Diesel,Manual,26.59,1248,74.0,5,555000,22200.0,media
Honda Amaze,Honda,Amaze,2,65000,particular,Diesel,Manual,27.4,1498,98.63,5,650000,26000.0,media
Toyota Innova,Toyota,Innova,4,130000,distribuidor,Diesel,Manual,13.68,2393,147.8,8,1645000,65800.0,grande
BMW 3,BMW,3,10,90000,distribuidor,Diesel,Automatic,13.2,1995,170.0,5,1175000,47000.0,media
Maruti Swift,Maruti,Swift,10,97000,particular,Diesel,Manual,22.9,1248,74.0,5,350000,14000.0,media
Renault Triber,Renault,Triber,2,20500,particular,Petrol,Manual,20.0,999,72.0,7,650000,26000.0,grande
Hyundai Creta,Hyundai,Creta,2,14000,particular,Diesel,Manual,22.1,1396,88.7,5,1150000,46000.0,media
Hyundai Verna,Hyundai,Verna,3,15000,particular,Diesel,Manual,22.0,1582,126.2,5,930000,37200.0,media
Hyundai i10,Hyundai,i10,11,74000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,255000,10200.0,media
Maruti Baleno,Maruti,Baleno,4,100000,particular,Diesel,Manual,27.39,1248,74.0,5,700000,28000.0,media
Ford Ecosport,Ford,Ecosport,5,52214,distribuidor,Diesel,Manual,23.0,1498,98.96,5,760000,30400.0,media
Maruti Alto,Maruti,Alto,10,170000,particular,Petrol,Manual,19.7,796,46.3,5,300000,12000.0,media
Mahindra XUV500,Mahindra,XUV500,8,99000,distribuidor,Diesel,Manual,15.1,2179,140.0,7,650000,26000.0,grande
Ford Fiesta,Ford,Fiesta,9,151000,distribuidor,Diesel,Manual,17.8,1399,68.0,5,240000,9600.0,media
Nissan Terrano,Nissan,Terrano,7,64000,distribuidor,Diesel,Automatic,19.61,1461,108.5,5,595000,23800.0,media
Maruti Swift,Maruti,Swift,3,46000,particular,Petrol,Automatic,22.0,1197,81.8,5,634000,25360.0,media
Hyundai EON,Hyundai,EON,3,12735,particular,Petrol,Manual,21.1,814,55.2,5,345000,13800.0,media
Honda City,Honda,City,5,21446,distribuidor,Petrol,Manual,16.8,1497,116.3,5,825000,33000.0,media
Nissan Sunny,Nissan,Sunny,5,62384,distribuidor,Diesel,Manual,21.64,1461,84.8,5,550000,22000.0,media
Skoda Laura,Skoda,Laura,9,85000,distribuidor,Diesel,Automatic,20.0,1968,138.1,5,500000,20000.0,media
Hyundai Grand,Hyundai,Grand,6,42426,distribuidor,Petrol,Automatic,18.9,1197,81.86,5,440000,17600.0,media
Mahindra Scorpio,Mahindra,Scorpio,8,71000,distribuidor,Diesel,Manual,12.05,2179,120.0,8,820000,32800.0,grande
Maruti Celerio,Maruti,Celerio,6,35330,distribuidor,Diesel,Manual,27.62,793,47.0,5,489000,19560.0,media
Ford Figo,Ford,Figo,10,66000,distribuidor,Diesel,Manual,20.0,1399,68.0,5,310000,12400.0,media
Chevrolet Tavera,Chevrolet,Tavera,9,180487,distribuidor,Diesel,Manual,12.2,2499,80.0,10,500000,20000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,particular,Diesel,Manual,28.4,1248,74.02,5,670000,26800.0,media
Honda Brio,Honda,Brio,7,24000,particular,Petrol,Manual,19.4,1198,86.8,5,350000,14000.0,media
Chevrolet Enjoy,Chevrolet,Enjoy,7,68000,particular,Diesel,Manual,18.2,1248,73.8,8,365000,14600.0,grande
Hyundai i10,Hyundai,i10,10,75000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,345000,13800.0,media
Hyundai Verna,Hyundai,Verna,4,22000,particular,Petrol,Manual,17.01,1591,121.3,5,875000,35000.0,media
Honda Brio,Honda,Brio,9,88237,particular,Petrol,Manual,19.4,1198,86.8,5,290000,11600.0,media
Ford Ecosport,Ford,Ecosport,6,59636,distribuidor,Diesel,Manual,23.0,1498,98.96,5,731000,29240.0,media
Maruti Celerio,Maruti,Celerio,3,8300,particular,Petrol,Manual,23.1,998,67.04,5,450000,18000.0,media
Nissan Micra,Nissan,Micra,5,100000,particular,Petrol,Manual,19.49,1198,67.04,5,350000,14000.0,media
Hyundai i10,Hyundai,i10,10,94000,distribuidor,Petrol,Automatic,16.95,1197,78.9,5,365000,14600.0,media
BMW 3,BMW,3,6,87000,distribuidor,Diesel,Automatic,21.76,1995,188.0,5,2480000,99200.0,media
Hyundai Grand,Hyundai,Grand,5,60000,particular,Petrol,Automatic,18.9,1197,81.86,5,400000,16000.0,media
Hyundai i10,Hyundai,i10,7,70000,particular,Petrol,Manual,20.36,1197,78.9,5,220000,8800.0,media
Hyundai i10,Hyundai,i10,10,67000,distribuidor,Petrol,Manual,20.36,1197,78.9,5,295000,11800.0,media
Maruti Ritz,Maruti,Ritz,9,103398,distribuidor,Diesel,Manual,23.2,1248,73.94,5,380000,15200.0,media
Hyundai Grand,Hyundai,Grand,6,50000,particular,Diesel,Manual,24.0,1120,70.0,5,470000,18800.0,media
Audi TT,Audi,TT,13,65000,distribuidor,Petrol,Automatic,9.5,3189,246.0,4,2100000,84000.0,media
Hyundai EON,Hyundai,EON,3,90000,particular,Petrol,Manual,21.1,814,55.2,5,250000,10000.0,media
Maruti Eeco,Maruti,Eeco,10,79345,distribuidor,Petrol,Manual,15.37,1196,73.0,7,235000,9400.0,grande
Hyundai EON,Hyundai,EON,6,40000,distribuidor,Petrol,Manual,21.1,814,55.2,5,255000,10200.0,media
Honda Amaze,Honda,Amaze,5,103092,distribuidor,Diesel,Manual,25.8,1498,98.6,5,525000,21000.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,134000,distribuidor,Diesel,Automatic,14.84,2143,170.0,5,1200000,48000.0,media
Maruti Wagon R,Maruti,Wagon R,13,90000,particular,LPG,Manual,17.3,1061,57.5,5,190000,7600.0,media
Hyundai i10,Hyundai,i10,9,57390,distribuidor,Petrol,Manual,20.36,1197,78.9,5,382000,15280.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,49000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,715000,28600.0,media
Hyundai i10,Hyundai,i10,12,79497,distribuidor,Petrol,Manual,20.36,1197,78.9,5,275000,11000.0,media
Hyundai i20,Hyundai,i20,7,90000,particular,Diesel,Manual,22.54,1396,88.73,5,444000,17760.0,media
Honda Brio,Honda,Brio,6,28000,particular,Petrol,Manual,19.4,1198,86.8,5,350000,14000.0,media
Mercedes-Benz B,Mercedes-Benz,B,4,34000,distribuidor,Diesel,Automatic,15.0,2147,107.3,5,2050000,82000.0,media
Honda BRV,Honda,BRV,4,12500,particular,Petrol,Automatic,15.4,1497,117.3,7,1025000,41000.0,grande
